GO.ID,Term,Annotated,Significant,Expected,classic
GO:0006970,response to osmotic stress,747,104,151.15,1.00000
GO:0019538,protein metabolic process,2486,420,503.03,1.00000
GO:0001101,response to acid chemical,876,126,177.25,1.00000
GO:0019684,"photosynthesis, light reaction",154,11,31.16,1.00000
GO:0019941,modification-dependent protein catabolic...,372,42,75.27,1.00000
GO:0048583,regulation of response to stimulus,1092,163,220.96,1.00000
GO:0019637,organophosphate metabolic process,463,56,93.69,1.00000
GO:0030163,protein catabolic process,490,60,99.15,1.00000
GO:0043632,modification-dependent macromolecule cat...,383,43,77.5,1.00000
GO:0009987,cellular process,11361,2201,2298.83,1.00000
GO:0097305,response to alcohol,991,144,200.52,1.00000
GO:1901565,organonitrogen compound catabolic proces...,800,111,161.88,1.00000
GO:0006511,ubiquitin-dependent protein catabolic pr...,365,40,73.86,1.00000
GO:0031347,regulation of defense response,636,83,128.69,1.00000
GO:0034641,cellular nitrogen compound metabolic pro...,3623,632,733.09,1.00000
GO:0006508,proteolysis,614,79,124.24,1.00000
GO:0072594,establishment of protein localization to...,246,22,49.78,1.00000
GO:0010243,response to organonitrogen compound,548,68,110.88,1.00000
GO:0044257,cellular protein catabolic process,429,49,86.81,1.00000
GO:0051603,proteolysis involved in cellular protein...,429,49,86.81,1.00000
GO:0080134,regulation of response to stress,749,101,151.56,1.00000
GO:0033365,protein localization to organelle,263,24,53.22,1.00000
GO:1901575,organic substance catabolic process,1389,211,281.06,1.00000
GO:0051716,cellular response to stimulus,3038,516,614.72,1.00000
GO:1901701,cellular response to oxygen-containing c...,1059,152,214.28,1.00000
GO:0033036,macromolecule localization,785,105,158.84,1.00000
GO:0015979,photosynthesis,233,19,47.15,1.00000
GO:0009617,response to bacterium,997,141,201.74,1.00000
GO:0098542,defense response to other organism,1653,257,334.48,1.00000
GO:0000375,"RNA splicing, via transesterification re...",220,17,44.52,1.00000
GO:0000377,"RNA splicing, via transesterification re...",220,17,44.52,1.00000
GO:0006950,response to stress,4009,699,811.2,1.00000
GO:0070727,cellular macromolecule localization,545,65,110.28,1.00000
GO:0055114,oxidation-reduction process,295,27,59.69,1.00000
GO:0009620,response to fungus,772,101,156.21,1.00000
GO:0006914,autophagy,76,1,15.38,1.00000
GO:0061919,process utilizing autophagic mechanism,76,1,15.38,1.00000
GO:0033554,cellular response to stress,967,133,195.67,1.00000
GO:0050832,defense response to fungus,568,67,114.93,1.00000
GO:0006091,generation of precursor metabolites and ...,364,35,73.65,1.00000
GO:0042742,defense response to bacterium,841,110,170.17,1.00000
GO:0008380,RNA splicing,267,21,54.03,1.00000
GO:0006886,intracellular protein transport,468,49,94.7,1.00000
GO:0071456,cellular response to hypoxia,200,12,40.47,1.00000
GO:0036294,cellular response to decreased oxygen le...,202,12,40.87,1.00000
GO:0071453,cellular response to oxygen levels,202,12,40.87,1.00000
GO:0042886,amide transport,548,60,110.88,1.00000
GO:0070887,cellular response to chemical stimulus,1773,267,358.76,1.00000
GO:0015833,peptide transport,533,57,107.85,1.00000
GO:0006807,nitrogen compound metabolic process,5931,1056,1200.1,1.00000
GO:0034613,cellular protein localization,505,52,102.18,1.00000
GO:0006979,response to oxidative stress,482,48,97.53,1.00000
GO:0015031,protein transport,519,53,105.02,1.00000
GO:0006396,RNA processing,722,84,146.09,1.00000
GO:0006397,mRNA processing,288,20,58.28,1.00000
GO:0016071,mRNA metabolic process,409,36,82.76,1.00000
GO:0036293,response to decreased oxygen levels,266,17,53.82,1.00000
GO:0008104,protein localization,623,67,126.06,1.00000
GO:0000398,"mRNA splicing, via spliceosome",197,9,39.86,1.00000
GO:0070482,response to oxygen levels,267,17,54.03,1.00000
GO:0045184,establishment of protein localization,531,53,107.44,1.00000
GO:0010200,response to chitin,261,16,52.81,1.00000
GO:0044237,cellular metabolic process,7884,1436,1595.28,1.00000
GO:0051641,cellular localization,822,97,166.33,1.00000
GO:0016192,vesicle-mediated transport,460,42,93.08,1.00000
GO:0051649,establishment of localization in cell,660,71,133.55,1.00000
GO:0001666,response to hypoxia,259,15,52.41,1.00000
GO:0061024,membrane organization,224,10,45.33,1.00000
GO:0009056,catabolic process,1661,231,336.09,1.00000
GO:0046907,intracellular transport,628,61,127.07,1.00000
GO:0044248,cellular catabolic process,1367,168,276.6,1.00000
GO:0008150,biological_process,14589,2952,2952,1.00000
GO:0000002,mitochondrial genome maintenance,4,0,0.81,1.00000
GO:0000012,single strand break repair,3,0,0.61,1.00000
GO:0000019,regulation of mitotic recombination,1,0,0.2,1.00000
GO:0000023,maltose metabolic process,4,0,0.81,1.00000
GO:0000024,maltose biosynthetic process,1,0,0.2,1.00000
GO:0000025,maltose catabolic process,2,0,0.4,1.00000
GO:0000032,cell wall mannoprotein biosynthetic proc...,1,0,0.2,1.00000
GO:0000050,urea cycle,3,0,0.61,1.00000
GO:0000052,citrulline metabolic process,1,0,0.2,1.00000
GO:0000053,argininosuccinate metabolic process,1,0,0.2,1.00000
GO:0000076,DNA replication checkpoint,3,0,0.61,1.00000
GO:0000077,DNA damage checkpoint,4,0,0.81,1.00000
GO:0000080,mitotic G1 phase,1,0,0.2,1.00000
GO:0000084,mitotic S phase,1,0,0.2,1.00000
GO:0000085,mitotic G2 phase,1,0,0.2,1.00000
GO:0000098,sulfur amino acid catabolic process,5,0,1.01,1.00000
GO:0000101,sulfur amino acid transport,1,0,0.2,1.00000
GO:0000183,rDNA heterochromatin assembly,1,0,0.2,1.00000
GO:0000209,protein polyubiquitination,3,0,0.61,1.00000
GO:0000212,meiotic spindle organization,5,0,1.01,1.00000
GO:0000244,spliceosomal tri-snRNP complex assembly,4,0,0.81,1.00000
GO:0000245,spliceosomal complex assembly,22,0,4.45,1.00000
GO:0000255,allantoin metabolic process,4,0,0.81,1.00000
GO:0000256,allantoin catabolic process,3,0,0.61,1.00000
GO:0000266,mitochondrial fission,8,0,1.62,1.00000
GO:0000270,peptidoglycan metabolic process,1,0,0.2,1.00000
GO:0000290,deadenylation-dependent decapping of nuc...,7,0,1.42,1.00000
GO:0000292,RNA fragment catabolic process,1,0,0.2,1.00000
GO:0000301,"retrograde transport, vesicle recycling ...",2,0,0.4,1.00000
GO:0000349,generation of catalytic spliceosome for ...,1,0,0.2,1.00000
GO:0000350,generation of catalytic spliceosome for ...,2,0,0.4,1.00000
GO:0000354,cis assembly of pre-catalytic spliceosom...,1,0,0.2,1.00000
GO:0000372,Group I intron splicing,1,0,0.2,1.00000
GO:0000376,"RNA splicing, via transesterification re...",1,0,0.2,1.00000
GO:0000379,tRNA-type intron splice site recognition...,1,0,0.2,1.00000
GO:0000381,"regulation of alternative mRNA splicing,...",9,0,1.82,1.00000
GO:0000388,spliceosome conformational change to rel...,2,0,0.4,1.00000
GO:0000389,mRNA 3'-splice site recognition,1,0,0.2,1.00000
GO:0000390,spliceosomal complex disassembly,3,0,0.61,1.00000
GO:0000393,spliceosomal conformational changes to g...,5,0,1.01,1.00000
GO:0000394,"RNA splicing, via endonucleolytic cleava...",9,0,1.82,1.00000
GO:0000395,mRNA 5'-splice site recognition,4,0,0.81,1.00000
GO:0000412,histone peptidyl-prolyl isomerization,1,0,0.2,1.00000
GO:0000413,protein peptidyl-prolyl isomerization,1,0,0.2,1.00000
GO:0000414,regulation of histone H3-K36 methylation,1,0,0.2,1.00000
GO:0000423,mitophagy,2,0,0.4,1.00000
GO:0000448,cleavage in ITS2 between 5.8S rRNA and L...,1,0,0.2,1.00000
GO:0000455,enzyme-directed rRNA pseudouridine synth...,3,0,0.61,1.00000
GO:0000461,endonucleolytic cleavage to generate mat...,2,0,0.4,1.00000
GO:0000472,endonucleolytic cleavage to generate mat...,3,0,0.61,1.00000
GO:0000480,endonucleolytic cleavage in 5'-ETS of tr...,3,0,0.61,1.00000
GO:0000481,maturation of 5S rRNA,2,0,0.4,1.00000
GO:0000488,maturation of LSU-rRNA from tetracistron...,1,0,0.2,1.00000
GO:0000489,maturation of SSU-rRNA from tetracistron...,1,0,0.2,1.00000
GO:0000493,box H/ACA snoRNP assembly,1,0,0.2,1.00000
GO:0000706,meiotic DNA double-strand break processi...,1,0,0.2,1.00000
GO:0000710,meiotic mismatch repair,1,0,0.2,1.00000
GO:0000719,photoreactive repair,3,0,0.61,1.00000
GO:0000720,pyrimidine dimer repair by nucleotide-ex...,1,0,0.2,1.00000
GO:0000722,telomere maintenance via recombination,2,0,0.4,1.00000
GO:0000726,non-recombinational repair,11,0,2.23,1.00000
GO:0000729,DNA double-strand break processing,2,0,0.4,1.00000
GO:0000731,DNA synthesis involved in DNA repair,7,0,1.42,1.00000
GO:0000740,nuclear membrane fusion,1,0,0.2,1.00000
GO:0000821,regulation of arginine metabolic process,1,0,0.2,1.00000
GO:0000912,assembly of actomyosin apparatus involve...,4,0,0.81,1.00000
GO:0000914,phragmoplast assembly,4,0,0.81,1.00000
GO:0000917,division septum assembly,2,0,0.4,1.00000
GO:0000957,mitochondrial RNA catabolic process,2,0,0.4,1.00000
GO:0000958,mitochondrial mRNA catabolic process,2,0,0.4,1.00000
GO:0000972,transcription-dependent tethering of RNA...,7,0,1.42,1.00000
GO:0000973,posttranscriptional tethering of RNA pol...,4,0,0.81,1.00000
GO:0001112,DNA-templated transcription open complex...,2,0,0.4,1.00000
GO:0001113,transcription open complex formation at ...,2,0,0.4,1.00000
GO:0001120,protein-DNA complex remodeling,2,0,0.4,1.00000
GO:0001188,RNA polymerase I preinitiation complex a...,1,0,0.2,1.00000
GO:0001192,maintenance of transcriptional fidelity ...,1,0,0.2,1.00000
GO:0001193,maintenance of transcriptional fidelity ...,1,0,0.2,1.00000
GO:0001325,formation of extrachromosomal circular D...,1,0,0.2,1.00000
GO:0001505,regulation of neurotransmitter levels,1,0,0.2,1.00000
GO:0001516,prostaglandin biosynthetic process,1,0,0.2,1.00000
GO:0001561,fatty acid alpha-oxidation,1,0,0.2,1.00000
GO:0001672,regulation of chromatin assembly or disa...,1,0,0.2,1.00000
GO:0001682,tRNA 5'-leader removal,2,0,0.4,1.00000
GO:0001704,formation of primary germ layer,2,0,0.4,1.00000
GO:0001706,endoderm formation,2,0,0.4,1.00000
GO:0001709,cell fate determination,6,0,1.21,1.00000
GO:0001711,endodermal cell fate commitment,1,0,0.2,1.00000
GO:0001714,endodermal cell fate specification,1,0,0.2,1.00000
GO:0001732,formation of cytoplasmic translation ini...,4,0,0.81,1.00000
GO:0001778,plasma membrane repair,1,0,0.2,1.00000
GO:0001881,receptor recycling,1,0,0.2,1.00000
GO:0001887,selenium compound metabolic process,4,0,0.81,1.00000
GO:0002128,tRNA nucleoside ribose methylation,2,0,0.4,1.00000
GO:0002130,wobble position ribose methylation,1,0,0.2,1.00000
GO:0002131,wobble position cytosine ribose methylat...,1,0,0.2,1.00000
GO:0002132,wobble position uridine ribose methylati...,1,0,0.2,1.00000
GO:0002143,tRNA wobble position uridine thiolation,3,0,0.61,1.00000
GO:0002188,translation reinitiation,2,0,0.4,1.00000
GO:0002230,positive regulation of defense response ...,5,0,1.01,1.00000
GO:0002679,respiratory burst involved in defense re...,5,0,1.01,1.00000
GO:0002697,regulation of immune effector process,16,0,3.24,1.00000
GO:0002698,negative regulation of immune effector p...,3,0,0.61,1.00000
GO:0002752,cell surface pattern recognition recepto...,1,0,0.2,1.00000
GO:0002791,regulation of peptide secretion,1,0,0.2,1.00000
GO:0002926,tRNA wobble base 5-methoxycarbonylmethyl...,2,0,0.4,1.00000
GO:0002938,tRNA guanine ribose methylation,1,0,0.2,1.00000
GO:0002939,tRNA N1-guanine methylation,3,0,0.61,1.00000
GO:0002940,tRNA N2-guanine methylation,2,0,0.4,1.00000
GO:0002943,tRNA dihydrouridine synthesis,2,0,0.4,1.00000
GO:0002949,tRNA threonylcarbamoyladenosine modifica...,1,0,0.2,1.00000
GO:0003032,detection of oxygen,4,0,0.81,1.00000
GO:0003376,sphingosine-1-phosphate receptor signali...,1,0,0.2,1.00000
GO:0005513,detection of calcium ion,4,0,0.81,1.00000
GO:0005978,glycogen biosynthetic process,6,0,1.21,1.00000
GO:0005980,glycogen catabolic process,2,0,0.4,1.00000
GO:0005988,lactose metabolic process,1,0,0.2,1.00000
GO:0005990,lactose catabolic process,1,0,0.2,1.00000
GO:0005993,trehalose catabolic process,1,0,0.2,1.00000
GO:0005997,xylulose metabolic process,1,0,0.2,1.00000
GO:0006003,"fructose 2,6-bisphosphate metabolic proc...",1,0,0.2,1.00000
GO:0006004,fucose metabolic process,2,0,0.4,1.00000
GO:0006005,L-fucose biosynthetic process,1,0,0.2,1.00000
GO:0006014,D-ribose metabolic process,1,0,0.2,1.00000
GO:0006041,glucosamine metabolic process,1,0,0.2,1.00000
GO:0006042,glucosamine biosynthetic process,1,0,0.2,1.00000
GO:0006056,mannoprotein metabolic process,1,0,0.2,1.00000
GO:0006057,mannoprotein biosynthetic process,1,0,0.2,1.00000
GO:0006059,hexitol metabolic process,2,0,0.4,1.00000
GO:0006060,sorbitol metabolic process,1,0,0.2,1.00000
GO:0006067,ethanol metabolic process,1,0,0.2,1.00000
GO:0006069,ethanol oxidation,1,0,0.2,1.00000
GO:0006071,glycerol metabolic process,8,0,1.62,1.00000
GO:0006080,substituted mannan metabolic process,1,0,0.2,1.00000
GO:0006083,acetate metabolic process,2,0,0.4,1.00000
GO:0006086,acetyl-CoA biosynthetic process from pyr...,10,0,2.02,1.00000
GO:0006097,glyoxylate cycle,1,0,0.2,1.00000
GO:0006101,citrate metabolic process,5,0,1.01,1.00000
GO:0006104,succinyl-CoA metabolic process,2,0,0.4,1.00000
GO:0006105,succinate metabolic process,1,0,0.2,1.00000
GO:0006106,fumarate metabolic process,2,0,0.4,1.00000
GO:0006110,regulation of glycolytic process,1,0,0.2,1.00000
GO:0006111,regulation of gluconeogenesis,1,0,0.2,1.00000
GO:0006114,glycerol biosynthetic process,2,0,0.4,1.00000
GO:0006121,"mitochondrial electron transport, succin...",5,0,1.01,1.00000
GO:0006127,glycerophosphate shuttle,1,0,0.2,1.00000
GO:0006140,regulation of nucleotide metabolic proce...,3,0,0.61,1.00000
GO:0006145,purine nucleobase catabolic process,6,0,1.21,1.00000
GO:0006175,dATP biosynthetic process,2,0,0.4,1.00000
GO:0006176,dATP biosynthetic process from ADP,2,0,0.4,1.00000
GO:0006177,GMP biosynthetic process,3,0,0.61,1.00000
GO:0006178,guanine salvage,1,0,0.2,1.00000
GO:0006182,cGMP biosynthetic process,1,0,0.2,1.00000
GO:0006183,GTP biosynthetic process,7,0,1.42,1.00000
GO:0006208,pyrimidine nucleobase catabolic process,4,0,0.81,1.00000
GO:0006210,thymine catabolic process,2,0,0.4,1.00000
GO:0006212,uracil catabolic process,3,0,0.61,1.00000
GO:0006213,pyrimidine nucleoside metabolic process,7,0,1.42,1.00000
GO:0006216,cytidine catabolic process,1,0,0.2,1.00000
GO:0006218,uridine catabolic process,1,0,0.2,1.00000
GO:0006223,uracil salvage,1,0,0.2,1.00000
GO:0006225,UDP biosynthetic process,4,0,0.81,1.00000
GO:0006227,dUDP biosynthetic process,1,0,0.2,1.00000
GO:0006228,UTP biosynthetic process,5,0,1.01,1.00000
GO:0006231,dTMP biosynthetic process,2,0,0.4,1.00000
GO:0006233,dTDP biosynthetic process,1,0,0.2,1.00000
GO:0006235,dTTP biosynthetic process,1,0,0.2,1.00000
GO:0006266,DNA ligation,5,0,1.01,1.00000
GO:0006269,"DNA replication, synthesis of RNA primer",1,0,0.2,1.00000
GO:0006274,DNA replication termination,1,0,0.2,1.00000
GO:0006283,transcription-coupled nucleotide-excisio...,4,0,0.81,1.00000
GO:0006285,"base-excision repair, AP site formation",5,0,1.01,1.00000
GO:0006290,pyrimidine dimer repair,6,0,1.21,1.00000
GO:0006294,"nucleotide-excision repair, preincision ...",2,0,0.4,1.00000
GO:0006296,"nucleotide-excision repair, DNA incision...",3,0,0.61,1.00000
GO:0006301,postreplication repair,12,0,2.43,1.00000
GO:0006303,double-strand break repair via nonhomolo...,11,0,2.23,1.00000
GO:0006307,DNA dealkylation involved in DNA repair,3,0,0.61,1.00000
GO:0006312,mitotic recombination,7,0,1.42,1.00000
GO:0006336,DNA replication-independent nucleosome a...,3,0,0.61,1.00000
GO:0006349,regulation of gene expression by genetic...,10,0,2.02,1.00000
GO:0006353,"DNA-templated transcription, termination",14,0,2.83,1.00000
GO:0006356,regulation of transcription by RNA polym...,3,0,0.61,1.00000
GO:0006359,regulation of transcription by RNA polym...,1,0,0.2,1.00000
GO:0006361,transcription initiation from RNA polyme...,3,0,0.61,1.00000
GO:0006362,transcription elongation from RNA polyme...,1,0,0.2,1.00000
GO:0006363,termination of RNA polymerase I transcri...,1,0,0.2,1.00000
GO:0006369,termination of RNA polymerase II transcr...,6,0,1.21,1.00000
GO:0006370,7-methylguanosine mRNA capping,4,0,0.81,1.00000
GO:0006376,mRNA splice site selection,9,0,1.82,1.00000
GO:0006383,transcription by RNA polymerase III,17,0,3.44,1.00000
GO:0006384,transcription initiation from RNA polyme...,6,0,1.21,1.00000
GO:0006386,termination of RNA polymerase III transc...,2,0,0.4,1.00000
GO:0006388,"tRNA splicing, via endonucleolytic cleav...",6,0,1.21,1.00000
GO:0006393,termination of mitochondrial transcripti...,1,0,0.2,1.00000
GO:0006398,mRNA 3'-end processing by stem-loop bind...,2,0,0.4,1.00000
GO:0006404,RNA import into nucleus,1,0,0.2,1.00000
GO:0006408,snRNA export from nucleus,1,0,0.2,1.00000
GO:0006409,tRNA export from nucleus,3,0,0.61,1.00000
GO:0006419,alanyl-tRNA aminoacylation,3,0,0.61,1.00000
GO:0006420,arginyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006421,asparaginyl-tRNA aminoacylation,3,0,0.61,1.00000
GO:0006423,cysteinyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006425,glutaminyl-tRNA aminoacylation,1,0,0.2,1.00000
GO:0006426,glycyl-tRNA aminoacylation,3,0,0.61,1.00000
GO:0006428,isoleucyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006429,leucyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006430,lysyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006431,methionyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006432,phenylalanyl-tRNA aminoacylation,3,0,0.61,1.00000
GO:0006433,prolyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006434,seryl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006435,threonyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006436,tryptophanyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006437,tyrosyl-tRNA aminoacylation,1,0,0.2,1.00000
GO:0006438,valyl-tRNA aminoacylation,2,0,0.4,1.00000
GO:0006446,regulation of translational initiation,7,0,1.42,1.00000
GO:0006449,regulation of translational termination,5,0,1.01,1.00000
GO:0006474,N-terminal protein amino acid acetylatio...,8,0,1.62,1.00000
GO:0006481,C-terminal protein methylation,1,0,0.2,1.00000
GO:0006501,C-terminal protein lipidation,4,0,0.81,1.00000
GO:0006516,glycoprotein catabolic process,2,0,0.4,1.00000
GO:0006517,protein deglycosylation,6,0,1.21,1.00000
GO:0006522,alanine metabolic process,5,0,1.01,1.00000
GO:0006524,alanine catabolic process,5,0,1.01,1.00000
GO:0006527,arginine catabolic process,4,0,0.81,1.00000
GO:0006540,glutamate decarboxylation to succinate,2,0,0.4,1.00000
GO:0006542,glutamine biosynthetic process,6,0,1.21,1.00000
GO:0006549,isoleucine metabolic process,9,0,1.82,1.00000
GO:0006554,lysine catabolic process,3,0,0.61,1.00000
GO:0006559,L-phenylalanine catabolic process,8,0,1.62,1.00000
GO:0006562,proline catabolic process,3,0,0.61,1.00000
GO:0006567,threonine catabolic process,2,0,0.4,1.00000
GO:0006577,amino-acid betaine metabolic process,3,0,0.61,1.00000
GO:0006578,amino-acid betaine biosynthetic process,3,0,0.61,1.00000
GO:0006591,ornithine metabolic process,9,0,1.82,1.00000
GO:0006592,ornithine biosynthetic process,2,0,0.4,1.00000
GO:0006593,ornithine catabolic process,1,0,0.2,1.00000
GO:0006597,spermine biosynthetic process,4,0,0.81,1.00000
GO:0006613,cotranslational protein targeting to mem...,18,0,3.64,1.00000
GO:0006614,SRP-dependent cotranslational protein ta...,18,0,3.64,1.00000
GO:0006616,SRP-dependent cotranslational protein ta...,8,0,1.62,1.00000
GO:0006617,SRP-dependent cotranslational protein ta...,1,0,0.2,1.00000
GO:0006620,posttranslational protein targeting to e...,14,0,2.83,1.00000
GO:0006625,protein targeting to peroxisome,17,0,3.44,1.00000
GO:0006642,triglyceride mobilization,1,0,0.2,1.00000
GO:0006657,CDP-choline pathway,2,0,0.4,1.00000
GO:0006658,phosphatidylserine metabolic process,1,0,0.2,1.00000
GO:0006659,phosphatidylserine biosynthetic process,1,0,0.2,1.00000
GO:0006670,sphingosine metabolic process,7,0,1.42,1.00000
GO:0006671,phytosphingosine metabolic process,1,0,0.2,1.00000
GO:0006673,inositol phosphoceramide metabolic proce...,1,0,0.2,1.00000
GO:0006677,glycosylceramide metabolic process,5,0,1.01,1.00000
GO:0006678,glucosylceramide metabolic process,5,0,1.01,1.00000
GO:0006679,glucosylceramide biosynthetic process,1,0,0.2,1.00000
GO:0006680,glucosylceramide catabolic process,4,0,0.81,1.00000
GO:0006687,glycosphingolipid metabolic process,5,0,1.01,1.00000
GO:0006688,glycosphingolipid biosynthetic process,1,0,0.2,1.00000
GO:0006690,icosanoid metabolic process,6,0,1.21,1.00000
GO:0006692,prostanoid metabolic process,1,0,0.2,1.00000
GO:0006693,prostaglandin metabolic process,1,0,0.2,1.00000
GO:0006706,steroid catabolic process,1,0,0.2,1.00000
GO:0006729,tetrahydrobiopterin biosynthetic process,3,0,0.61,1.00000
GO:0006742,NADP catabolic process,1,0,0.2,1.00000
GO:0006747,FAD biosynthetic process,3,0,0.61,1.00000
GO:0006750,glutathione biosynthetic process,2,0,0.4,1.00000
GO:0006751,glutathione catabolic process,6,0,1.21,1.00000
GO:0006768,biotin metabolic process,2,0,0.4,1.00000
GO:0006771,riboflavin metabolic process,11,0,2.23,1.00000
GO:0006772,thiamine metabolic process,6,0,1.21,1.00000
GO:0006780,uroporphyrinogen III biosynthetic proces...,1,0,0.2,1.00000
GO:0006788,heme oxidation,4,0,0.81,1.00000
GO:0006791,sulfur utilization,1,0,0.2,1.00000
GO:0006792,regulation of sulfur utilization,1,0,0.2,1.00000
GO:0006805,xenobiotic metabolic process,5,0,1.01,1.00000
GO:0006824,cobalt ion transport,1,0,0.2,1.00000
GO:0006836,neurotransmitter transport,1,0,0.2,1.00000
GO:0006842,tricarboxylic acid transport,3,0,0.61,1.00000
GO:0006849,plasma membrane pyruvate transport,1,0,0.2,1.00000
GO:0006851,mitochondrial calcium ion transmembrane ...,6,0,1.21,1.00000
GO:0006855,drug transmembrane transport,4,0,0.81,1.00000
GO:0006858,extracellular transport,4,0,0.81,1.00000
GO:0006895,Golgi to endosome transport,1,0,0.2,1.00000
GO:0006915,apoptotic process,9,0,1.82,1.00000
GO:0006935,chemotaxis,21,0,4.25,1.00000
GO:0006968,cellular defense response,5,0,1.01,1.00000
GO:0006971,hypotonic response,2,0,0.4,1.00000
GO:0006982,response to lipid hydroperoxide,1,0,0.2,1.00000
GO:0006983,ER overload response,2,0,0.4,1.00000
GO:0006984,ER-nucleus signaling pathway,3,0,0.61,1.00000
GO:0006990,positive regulation of transcription fro...,2,0,0.4,1.00000
GO:0006991,response to sterol depletion,1,0,0.2,1.00000
GO:0006998,nuclear envelope organization,8,0,1.62,1.00000
GO:0006999,nuclear pore organization,2,0,0.4,1.00000
GO:0007000,nucleolus organization,2,0,0.4,1.00000
GO:0007008,outer mitochondrial membrane organizatio...,9,0,1.82,1.00000
GO:0007009,plasma membrane organization,8,0,1.62,1.00000
GO:0007023,post-chaperonin tubulin folding pathway,4,0,0.81,1.00000
GO:0007026,negative regulation of microtubule depol...,1,0,0.2,1.00000
GO:0007035,vacuolar acidification,9,0,1.82,1.00000
GO:0007040,lysosome organization,1,0,0.2,1.00000
GO:0007041,lysosomal transport,10,0,2.02,1.00000
GO:0007044,cell-substrate junction assembly,1,0,0.2,1.00000
GO:0007063,regulation of sister chromatid cohesion,3,0,0.61,1.00000
GO:0007076,mitotic chromosome condensation,3,0,0.61,1.00000
GO:0007080,mitotic metaphase plate congression,3,0,0.61,1.00000
GO:0007091,metaphase/anaphase transition of mitotic...,9,0,1.82,1.00000
GO:0007094,mitotic spindle assembly checkpoint,4,0,0.81,1.00000
GO:0007095,mitotic G2 DNA damage checkpoint,1,0,0.2,1.00000
GO:0007097,nuclear migration,7,0,1.42,1.00000
GO:0007098,centrosome cycle,6,0,1.21,1.00000
GO:0007099,centriole replication,2,0,0.4,1.00000
GO:0007112,male meiosis cytokinesis,2,0,0.4,1.00000
GO:0007129,homologous chromosome pairing at meiosis,6,0,1.21,1.00000
GO:0007130,synaptonemal complex assembly,1,0,0.2,1.00000
GO:0007141,male meiosis I,1,0,0.2,1.00000
GO:0007142,male meiosis II,1,0,0.2,1.00000
GO:0007160,cell-matrix adhesion,1,0,0.2,1.00000
GO:0007167,enzyme linked receptor protein signaling...,1,0,0.2,1.00000
GO:0007178,transmembrane receptor protein serine/th...,1,0,0.2,1.00000
GO:0007189,adenylate cyclase-activating G protein-c...,2,0,0.4,1.00000
GO:0007205,protein kinase C-activating G protein-co...,5,0,1.01,1.00000
GO:0007266,Rho protein signal transduction,1,0,0.2,1.00000
GO:0007268,chemical synaptic transmission,1,0,0.2,1.00000
GO:0007269,neurotransmitter secretion,1,0,0.2,1.00000
GO:0007349,cellularization,5,0,1.01,1.00000
GO:0007369,gastrulation,2,0,0.4,1.00000
GO:0007492,endoderm development,2,0,0.4,1.00000
GO:0007530,sex determination,1,0,0.2,1.00000
GO:0007531,mating type determination,1,0,0.2,1.00000
GO:0007533,mating type switching,1,0,0.2,1.00000
GO:0007610,behavior,1,0,0.2,1.00000
GO:0008053,mitochondrial fusion,1,0,0.2,1.00000
GO:0008153,para-aminobenzoic acid biosynthetic proc...,2,0,0.4,1.00000
GO:0008215,spermine metabolic process,9,0,1.82,1.00000
GO:0008216,spermidine metabolic process,8,0,1.62,1.00000
GO:0008295,spermidine biosynthetic process,5,0,1.01,1.00000
GO:0008298,intracellular mRNA localization,1,0,0.2,1.00000
GO:0008333,endosome to lysosome transport,8,0,1.62,1.00000
GO:0008608,attachment of spindle microtubules to ki...,4,0,0.81,1.00000
GO:0008612,peptidyl-lysine modification to peptidyl...,2,0,0.4,1.00000
GO:0008614,pyridoxine metabolic process,5,0,1.01,1.00000
GO:0008615,pyridoxine biosynthetic process,4,0,0.81,1.00000
GO:0008618,7-methylguanosine metabolic process,1,0,0.2,1.00000
GO:0008637,apoptotic mitochondrial changes,1,0,0.2,1.00000
GO:0009061,anaerobic respiration,4,0,0.81,1.00000
GO:0009068,aspartate family amino acid catabolic pr...,6,0,1.21,1.00000
GO:0009078,pyruvate family amino acid metabolic pro...,5,0,1.01,1.00000
GO:0009080,pyruvate family amino acid catabolic pro...,5,0,1.01,1.00000
GO:0009087,methionine catabolic process,1,0,0.2,1.00000
GO:0009093,cysteine catabolic process,3,0,0.61,1.00000
GO:0009097,isoleucine biosynthetic process,9,0,1.82,1.00000
GO:0009099,valine biosynthetic process,7,0,1.42,1.00000
GO:0009102,biotin biosynthetic process,2,0,0.4,1.00000
GO:0009106,lipoate metabolic process,3,0,0.61,1.00000
GO:0009107,lipoate biosynthetic process,2,0,0.4,1.00000
GO:0009111,vitamin catabolic process,2,0,0.4,1.00000
GO:0009120,deoxyribonucleoside metabolic process,3,0,0.61,1.00000
GO:0009133,nucleoside diphosphate biosynthetic proc...,5,0,1.01,1.00000
